STA_SEQ,WaterbodyName,Description,ylat,xlong,munName,subBasin,adbSegID,stationsCommentTxt,lastUpdateDate
16773,Indian River,US of power lines off Lambert Rd,41.2742,-73.0175,ORANGE,5306,CT5306-00_02,Initial Site Number=2027 or alias of =2027//site comments:Stream Survey Site,12/21/2021
16774,Indiantown Brook,300 M US Shewville Bk confluence,41.482,-71.98,LEDYARD,3002,Needs,Initial Site Number=5063 or alias of =5063//site comments:Stream Survey Site,3/12/2010
16775,Mattabesset River,upstream Willow Brook confluence,41.634,-72.7489,BERLIN,4600,CT4600-00_04,Initial Site Number=12.1 or alias of =//site comments:sampled by US EPA national wadeable stream project 2008,11/17/2017
16776,Island Brook,100 M US bridge in cemetary,41.2008,-73.1975,BRIDGEPORT,7105,Needs,Initial Site Number=2132 or alias of =2132//site comments:Stream Survey Site,12/21/2021
16777,Ivy Brook,Parallel to Constitution Blvd,41.2922,-73.085,SHELTON,6000,Needs,Initial Site Number=3138 or alias of =3138//site comments:Stream Survey Site,12/21/2021
16778,Ivy Mountain Brook,100 M US Pie Hill Rd,41.827,-73.205,GOSHEN,6705,CT6705-01_01,Initial Site Number=4057 or alias of =4057//site comments:Stream Survey Site,12/27/2021
16779,Jacks Brook,US of Rte 67,41.5356,-73.2806,ROXBURY,6706,Needs,Initial Site Number=3025 or alias of =3025//site comments:Stream Survey Site,12/21/2021
16780,Jacks Brook,Parallel to Greenbriar Rd,41.4603,-73.1208,OXFORD,6920,CT6920-03_02,Initial Site Number=3077 or alias of =3077//site comments:Stream Survey Site,12/21/2021
16781,Jakes Brook,200 M US Rte 272,41.864146,-73.170165,TORRINGTON,6902,CT6902-02_01,Initial Site Number=4066 or alias of =4066//site comments:Stream Survey Site,12/21/2021
16782,Jawbuck Brook,DS of Brook Rd,42.012395,-72.553002,ENFIELD,4003,CT4003-02,Initial Site Number=1053 or alias of =1053//site comments:Stream Survey Site,12/21/2021
16783,Jeremy Brook,Upper Crossing on Jeremy Swamp Rd,41.4528,-73.1717,SOUTHBURY,6023,6023-07-2-R1,Initial Site Number=3096 or alias of =3096//site comments:Stream Survey Site,12/27/2021
16784,Jeremy River,End of Grayville Rd. North of Bridge,41.615,-72.3722,HEBRON,4705,CT4705-00_02,Initial Site Number=1027 or alias of =1027//site comments:Stream Survey Site,12/21/2021
16785,Jericho Brook,40 M US Rte 8,41.6328,-73.043,PLYMOUTH,6911,Needs,Initial Site Number=3137 or alias of =3137//site comments:Stream Survey Site,12/21/2021
16786,Jordan Brook,600 m DS rte 95 parallel to dirt road along abandoned airport,41.3605,-72.1474,WATERFORD,2201,CT2201-00_01,Initial Site Number=5015 or alias of =5015//site comments:Stream Survey Site,10/5/2021
16787,"Jordan Brook,Tributary to",Parallel to rte 1 200 m US of fog plain rd,41.3485,-72.1504,WATERFORD,2201,Needs,Initial Site Number=5159 or alias of =5159//site comments:Stream Survey Site,10/5/2021
16788,Keeler Brook,Above Flax Hill Rd,41.092,-73.4397,NORWALK,7401,CT7401-06_01,Initial Site Number=2096 or alias of =2096//site comments:Stream Survey Site,12/21/2021
16789,Ketch Brook,US of RR bridge,41.8858,-72.5514,EAST WINDSOR,4207,Needs,Initial Site Number=1169 or alias of =1169//site comments:Stream Survey Site,12/21/2021
16790,Kinney Town Brook,Parallel to Bungay Rd,41.3714,-73.0933,SEYMOUR,6900,Needs,Initial Site Number=3111 or alias of =3111//site comments:Stream Survey Site,12/21/2021
16791,Kitt Brook,50 M US of elmdale rd,41.6806,-71.9781,CANTERBURY,3714,CT3714-00_01,Initial Site Number=6042 or alias of =6042//site comments:Stream Survey Site,12/21/2021
16792,Kohanza Brook,200 M US pond at Ridgewood golfcourse,41.4067,-73.4756,DANBURY,6602,Needs,Initial Site Number=3019 or alias of =3019//site comments:Stream Survey Site,12/21/2021
16793,Koistenen Brook,US of sand hill rd,41.5172,-71.8347,VOLUNTOWN,3604,Needs,Initial Site Number=5155 or alias of =5155//site comments:Stream Survey Site,3/12/2010
16794,Labonte Brook,US of N River Rd,41.8942,-72.3014,TOLLAND,3100,CT3100-05_01,Initial Site Number=6070 or alias of =6070//site comments:Stream Survey Site,12/21/2021
16795,Lake Waramaug Brook (Sucker Brook),150 M US North Shore Rd,41.7069,-73.3456,WARREN,6502,CT6502-01_01,Initial Site Number=4058 or alias of =4058//site comments:Stream Survey Site; Locals refer to as Sucker Brook,12/27/2021
16796,Lathrop Brook,Under Dow rd,41.6697,-71.8978,PLAINFIELD,3713,Needs,Initial Site Number=5057 or alias of =5057//site comments:Stream Survey Site,3/12/2010
16797,Lathrop Brook,US of spaulding rd,41.6603,-71.8858,PLAINFIELD,3713,3713-04-2-R1,Initial Site Number=5165 or alias of =5165//site comments:Stream Survey Site; US Paulding Road to above braid,12/27/2021
16798,Leadmine Brook,20 M US Swimming Hole Rd,41.7539,-73.0633,HARWINTON,6908,CT6908-00,Initial Site Number=4052 or alias of =4052//site comments:Stream Survey Site,12/21/2021
16799,Leadmine Brook,800 M US Rte 222,41.7153,-73.0608,HARWINTON,6908,CT6908-00_01,Initial Site Number=4112 or alias of =4112//site comments:Stream Survey Site,12/21/2021
16800,Leadmine Brook,1 KM US Rte 222,41.7167,-73.0611,HARWINTON,6908,CT6908-00_01,Initial Site Number=4153 or alias of =4153//site comments:Stream Survey Site,12/21/2021
16801,Leadmine Brook,TBD,41.7308,-73.0544,HARWINTON,6908,CT6908-00_02,Initial Site Number=4175 or alias of =4175//site comments:Stream Survey Site,12/21/2021
16802,Lebanon Brook,15 M DS of Pole Bridge rd,42.0153,-72.0578,WOODSTOCK,3705,CT3705-00_01,Initial Site Number=6035 or alias of =6035//site comments:Stream Survey Site,12/21/2021
16803,"Lee Brook,Tributary to",US of Gallop Hill Rd,41.4342,-71.9864,LEDYARD,2103,Needs,Initial Site Number=5061 or alias of =5061//site comments:Stream Survey Site,3/12/2010
16804,Lewis Atwood Brook,US of Rte 6,41.5978,-73.1508,WATERTOWN,6802,Needs,Initial Site Number=3079 or alias of =3079//site comments:Stream Survey Site,12/21/2021
16805,Lewis Brook,US of Castle Meadow Rd,41.3456,-73.2969,NEWTOWN,6020,Needs,Initial Site Number=3107 or alias of =3107//site comments:Stream Survey Site,12/21/2021
16806,Lisbon Brook,US of rte 12,41.5706,-72.0097,LISBON,3700,Needs,Initial Site Number=5138 or alias of =5138//site comments:Stream Survey Site,3/12/2010
16807,Lisbon Brook,from quinebaug river to route 12,41.5694,-72.0097,PRESTON,3700,3700-43-1,Initial Site Number=5181 or alias of =5181//site comments:Stream Survey Site,12/27/2021
16808,"Lisbon Brook,Tributary to",from lisbon brook US to first trib above rte 12,41.571025,-72.010914,PRESTON,3003,3700-43-1,Initial Site Number=5182 or alias of =5182//site comments:Stream Survey Site,12/27/2021
16809,Little River,100 m DS of Downing Brook confluence,41.7111,-72.0553,SCOTLAND,3805,Needs,Initial Site Number=5046 or alias of =5046//site comments:Stream Survey Site RBV Site 2012,10/5/2021
16810,Little River,200 M DS Versailles Pond,41.5972,-72.0439,LISBON,3805,Needs,Initial Site Number=5083 or alias of =5083//site comments:Stream Survey Site,3/12/2010
16811,Little River (upper),US of Hammon hill rd,41.7933,-72.0508,HAMPTON,3805,Needs,Initial Site Number=5091 or alias of =5091//site comments:Stream Survey Site,3/12/2010
16812,"Little River,Tributary to",US of sand hill rd,41.7575,-72.0478,HAMPTON,3805,Needs,Initial Site Number=5300 or alias of =5300//site comments:Stream Survey Site,3/12/2010
16813,Long Branch Brook,30 M US of wagher rd,42.010704,-71.877743,THOMPSON,3300,Needs,Initial Site Number=6054 or alias of =6054//site comments:Stream Survey Site; Park at road crossing and walk upstream.,12/21/2021
16814,Long Brook,US of Day st,41.8133,-71.9122,BROOKLYN,3700,Needs,Initial Site Number=6159 or alias of =6159//site comments:Stream Survey Site,12/21/2021
16815,Long Hill Brook,150 M DS Rte 17 crossing,41.5267,-72.6619,MIDDLETOWN,4013,Needs,Initial Site Number=1061 or alias of =1061//site comments:Stream Survey Site,12/21/2021
16816,Millstone Brook,Parallel to gardners wood rd,41.3219,-72.1572,WATERFORD,2000,2000-36-1,Initial Site Number=5119 or alias of =5119//site comments:Stream Survey Site,12/27/2021
16817,Long Swamp Brook,Of Rte 64 at end of Bristol Park,41.5389,-73.0978,MIDDLEBURY,6916,6916-06-2-R1,Initial Site Number=3053 or alias of =3053//site comments:Stream Survey Site,12/27/2021
16818,Loon Brook,50 m US Rte 183,41.9906,-73.0989,COLEBROOK,4304,Needs,Initial Site Number=71 or alias of =71//site comments:Stream Survey Site,12/21/2021
16819,Lowden Brook,700 m US of Mount Misery Brook confluence,41.602805,-71.865569,VOLUNTOWN,3602,CT3602-01_01,Initial Site Number=5068 or alias of =5068//site comments:Stream Survey Site,10/5/2021
16820,Lyons Swamp Outflow,US Sport Hill Rd,41.2978,-73.3206,REDDING,7202,Needs,Initial Site Number=2122 or alias of =2122//site comments:Stream Survey Site,12/21/2021
16821,Macedonia Brook,US of wooden bridge at Upper Hickory campsite,41.7753,-73.4947,KENT,6015,CT6015-00_02,Initial Site Number=4024 or alias of =4024//site comments:Stream Survey Site,12/27/2021
16822,Mad River,TBD,41.9367,-73.1019,WINCHESTER,4302,CT4302-00_02a,Initial Site Number=39 or alias of =39//site comments:Stream Survey Site,12/21/2021
16823,Mad River,TBD,41.9342,-73.0978,WINCHESTER,4302,CT4302-00_02a,Initial Site Number=4176 or alias of =4176//site comments:Stream Survey Site,12/21/2021
16824,Main Brook,DS of watson rd above gas line crossing,41.491831,-71.969321,PRESTON,3002,Needs,Initial Site Number=5110 or alias of =5110//site comments:Stream Survey Site,7/23/2015
16825,Mallory Brook,US of Wyant Rd (at mouth),41.6428,-73.3144,WASHINGTON,6700,Needs,Initial Site Number=3081 or alias of =3081//site comments:Stream Survey Site,12/21/2021
16826,Marsh Brook,US of Rte 83,41.8992,-72.4592,ELLINGTON,4502,Needs,Initial Site Number=1012 or alias of =1012//site comments:Stream Survey Site,12/21/2021
16827,Mary Brown Brook,Above pond approx 100 M US of rte 44,41.9172,-71.8239,PUTNAM,3402,3402-00_XX,Initial Site Number=6024 or alias of =6024//site comments:Stream Survey Site,12/21/2021
16828,"Mashamoquet Brook, tributary to",Adjacent to bull brook rd 300 m US of rte 97,41.8767,-71.9967,POMFRET,3710,Needs,Initial Site Number=6133 or alias of =6133//site comments:Stream Survey Site,12/21/2021
16829,Mashentuck Brook,US of Valley Road,41.835,-71.8439,KILLINGLY,3404,CT3404-04,Initial Site Number=6061 or alias of =6061//site comments:Stream Survey Site,12/21/2021
16830,Mason Brook,10 M US of fenton river,41.835,-72.2464,MANSFIELD,3207,Needs,Initial Site Number=6147 or alias of =6147//site comments:Stream Survey Site,12/21/2021
16831,May Brook,300 M South of state line,42.0269,-72.1789,UNION,3701,CT3701-03_01,Initial Site Number=6063 or alias of =6063//site comments:Stream Survey Site,12/27/2021
16832,"May Brook, tributary to",50 M above confluence with may brook,42.0286,-72.1758,UNION,3701,3701-03-2-R1-trib,Initial Site Number=6151 or alias of =6151//site comments:Stream Survey Site,12/27/2021
16833,McCarthys Brook,DS of Baltic Rd,41.5975,-72.1275,FRANKLIN,3804,3804-04_XX,Initial Site Number=5069 or alias of =5069//site comments:Stream Survey Site,10/5/2021
16834,Meadow Brook,Mill Hill Rd. DS of Bridge,41.58,-72.363,COLCHESTER,4703,CT4703-00_01,Initial Site Number=1025 or alias of =1025//site comments:Stream Survey Site,12/21/2021
16835,Menunketesuck River,upstream of concrete bridge on iron works road,41.3169,-72.5208,CLINTON,5103,Needs,Initial Site Number=2003 or alias of =2003//site comments:Stream Survey Site,12/21/2021
16836,Merrick Brook,DS of beaver Bk confluence,41.6792,-72.11,SCOTLAND,3803,CT3803-00_01,Initial Site Number=5044 or alias of =5044//site comments:Stream Survey Site,10/5/2021
16837,Merrick Brook,Parallel to brook rd extension,41.7378,-72.0828,HAMPTON,3803,Needs,Initial Site Number=5141 or alias of =5141//site comments:Stream Survey Site,10/5/2021
16838,Merryall Brook,US of Indain Trail,41.6508,-73.4453,NEW MILFORD,6501,CT6501-00,Initial Site Number=4034 or alias of =4034//site comments:Stream Survey Site,12/21/2021
16839,Merwin Brook,15 M DS Rte 133,41.4692,-73.3811,BROOKFIELD,6000,Needs,Initial Site Number=3124 or alias of =3124//site comments:Stream Survey Site,12/21/2021
16840,Metcalf Brook,100 M us of weigold rd,41.8417,-72.3664,TOLLAND,3106,Needs,Initial Site Number=6111 or alias of =6111//site comments:Stream Survey Site,12/21/2021
16841,Mill Brook,Below Rte 305,41.8583,-72.6905,BLOOMFIELD,4321,CT4321-00_01,Initial Site Number=6 or alias of =6//site comments:Stream Survey Site,12/21/2021
16842,Mill Brook,50 M US Mill Lane,41.3342,-72.3228,OLD LYME,4020,Needs,Initial Site Number=1080 or alias of =1080//site comments:Stream Survey Site,12/21/2021
16843,Mill Brook,US West Woods Rd,41.8489,-73.4775,SHARON,6302,Needs,Initial Site Number=4028 or alias of =4028//site comments:Stream Survey Site,12/21/2021
16844,Mill Brook,50 m DS Packers Road,41.6664,-71.95,CANTERBURY,3700,Needs,Initial Site Number=5084 or alias of =5084//site comments:Stream Survey Site,10/5/2021
16845,Mill Brook,US of snake hill rd,41.7597,-72.2872,COVENTRY,3105,Needs,Initial Site Number=6006 or alias of =6006//site comments:Stream Survey Site,12/21/2021
16846,Mill Creek,Parallel to Park Road,41.4644,-72.5092,HADDAM,4015,Needs,Initial Site Number=1049 or alias of =1049//site comments:Stream Survey Site,12/21/2021
16847,Mill Creek,DS Rte 154,41.4731,-72.4972,HADDAM,4015,Needs,Initial Site Number=1099 or alias of =1099//site comments:Stream Survey Site,12/21/2021
16848,Mill River,DS Brookside Dr,41.1778,-73.2639,FAIRFIELD,7108,Needs,Initial Site Number=2035 or alias of =2035//site comments:Stream Survey Site,12/21/2021
16849,Mill River,Above Trinity Rd,41.1781,-73.5542,STAMFORD,7404,CT7404-00,Initial Site Number=2047 or alias of =2047//site comments:Stream Survey Site,12/21/2021
16850,Mill River,at whitney road exit at park and ride,41.3781,-72.9039,HAMDEN,5302,CT5302-00_02,Initial Site Number=2161 or alias of =2161//site comments:Stream Survey Site,12/21/2021
16851,Mill River,400 M DS Clark's Pond,41.4094,-72.8953,HAMDEN,5302,CT5302-00_02,Initial Site Number=4223 or alias of =4223//site comments:Stream Survey Site,12/21/2021
16852,Miller Brook,DS of swantown road,41.5292,-71.9328,PRESTON,3716,CT3716-00_02,Initial Site Number=5100 or alias of =5100//site comments:Stream Survey Site,12/27/2021
16853,Miller Brook,US of YMCA footbridge off button rd,41.5139,-71.9225,NORTH STONINGTON,3716,Needs,Initial Site Number=5129 or alias of =5129//site comments:Stream Survey Site,3/12/2010
16854,Mine Brook,50 M DS Gadpouch Rd,41.5775,-72.5492,EAST HAMPTON,4000,Needs,Initial Site Number=1065 or alias of =1065//site comments:Stream Survey Site,12/21/2021
16855,Minor Pond Outflow,US Minor Town Rd,41.7025,-73.0714,THOMASTON,6900,Needs,Initial Site Number=4074 or alias of =4074//site comments:Stream Survey Site,12/21/2021
16856,Misery Brook,Downstream of Route 120,41.5753,-72.8647,SOUTHINGTON,5203,Needs,Initial Site Number=2016 or alias of =2016//site comments:Stream Survey Site,12/21/2021
16857,Mohawk Pond Outflow,400 M US mouth,41.8017,-73.2886,GOSHEN,6700,CT6700-03_01,Initial Site Number=4059 or alias of =4059//site comments:Stream Survey Site,12/27/2021
16858,Mohegan Brook,US of massapeag rd,41.4539,-72.1036,MONTVILLE,3005,CT3005-06,Initial Site Number=5151 or alias of =5151//site comments:Stream Survey Site,3/12/2010
16859,Monument Brook,US confluence with trib,42.0367,-73.4805,SALISBURY,6005,Needs,Initial Site Number=4091 or alias of =4091//site comments:Stream Survey Site,12/21/2021
16860,Moodus River,Off Rte 151 at old factory,41.5111,-72.4375,EAST HADDAM,4710,CT4710-00_01,Initial Site Number=1032 or alias of =1032//site comments:Stream Survey Site,12/21/2021
16861,Moosehorn Brook,at Moosehorn Road,41.97486,-72.872207,GRANBY,4319,4319-02-1,Initial Site Number=140 or alias of =140//site comments:Stream Survey Site,12/27/2021
16862,Moosehorn Brook,DS of Moosehorn Rd,41.6767,-73.1347,LITCHFIELD,6910,Needs,Initial Site Number=3069 or alias of =3069//site comments:Stream Survey Site,12/21/2021
16863,MOOSEHORN BROOK,within Roxbury Land Trust E. Griffith Beardsley Preserve,41.5781,-73.3175,ROXBURY,6700,CT6700-26_01,"Initial Site Number=3085 or alias of =3085//site comments:Stream Survey Site 2017 probmon site CTS06621-1046; Original prox/landmark description: US 100 M from driveway US of Rte 199 Park at preserve parking and follow blue trail to wooden oval trail map sign (blue trail splits).  Walk left into preserve towards river, following stone wall to large oak tree. Samp",11/17/2021
16864,Moosup River,200 m below confluence with Quanduck Brook,41.7206,-71.8483,PLAINFIELD,3500,Needs,Initial Site Number=6027 or alias of =6027//site comments:Stream Survey Site,12/21/2021
16865,Moosup River,100 m DS of state line,41.6897,-71.7908,STERLING,3500,Needs,Initial Site Number=6088 or alias of =6088//site comments:Stream Survey Site,12/21/2021
16866,Moosup River,200 m DS of confluence with Cedar Swamp,41.697,-71.8231,STERLING,3500,Needs,Initial Site Number=6089 or alias of =6089//site comments:Stream Survey Site,12/21/2021
16867,Moosup River,US of Powerline Pool 500 m US Quinebaug River,41.7292,-71.9275,PLAINFIELD,3500,Needs,Initial Site Number=6093 or alias of =6093//site comments:Stream Survey Site,12/21/2021
16868,Moosup River (Above STP),100 M DS rte 14 to STP outfall (Trout only),41.720516,-71.920503,PLAINFIELD,3500,Needs,Initial Site Number=5230 or alias of =5230//site comments:Stream Survey Site,2/15/2017
16869,Moosup River (Fly area),US from powerline crossing 0.4 miles US confluence with quinebaug river,41.72917,-71.9275,PLAINFIELD,3500,Needs,Initial Site Number=5228 or alias of =5228//site comments:Stream Survey Site,7/9/2021
16870,Moosup River (Fly area),from 0.6 km US quinebaug US 0.4 km,41.7289,-71.928,PLAINFIELD,3500,Needs,Initial Site Number=5231 or alias of =5231//site comments:Stream Survey Site,10/5/2021
16871,Moosup River (Open area),from 1 mile US quinebaug river to STP outfall,41.7269,-71.9236,PLAINFIELD,3500,Needs,Initial Site Number=5229 or alias of =5229//site comments:Stream Survey Site,3/12/2010
16872,"Moscow Brook,Tributary to",US greenfall rd in pachaug SF 200 m from RI,41.5256,-71.7953,VOLUNTOWN,1101,Needs,Initial Site Number=5006 or alias of =5006//site comments:Stream Survey Site,3/12/2010
16873,Mount Hope River,US of rte 89,41.8814,-72.1639,ASHFORD,3206,CT3206-00_02,Initial Site Number=6101 or alias of =6101//site comments:Stream Survey Site,12/21/2021
16874,Mountain Brook,20 M US Rte 219 by Roundhill Rd,41.9553,-72.8633,GRANBY,4319,CT4319-03_01,Initial Site Number=64 or alias of =64//site comments:Stream Survey Site,12/21/2021
16875,Mountain Brook,DS of Old RR bridge off Notch Rd,41.5214,-72.9419,CHESHIRE,5202,Needs,Initial Site Number=2112 or alias of =2112//site comments:Stream Survey Site,12/21/2021
16876,Mountain Brook,DS of Under the Mountain rd,41.6258,-72.1383,FRANKLIN,3804,3804-03_XX,Initial Site Number=5071 or alias of =5071//site comments:Stream Survey Site,10/5/2021
16877,Muddy Brook,at end of Madburn Rd. borders golf course,41.9889,-72.6561,SUFFIELD,4101,Needs,Initial Site Number=9 or alias of =9//site comments:Stream Survey Site,12/21/2021
16878,Muddy Brook,500 M DS of confluence with may brook,41.9761,-71.9697,WOODSTOCK,3708,Needs,Initial Site Number=6056 or alias of =6056//site comments:Stream Survey Site,12/21/2021
16879,Muddy Gutter Brook,DS of Rte 16,41.5642,-72.5119,EAST HAMPTON,4709,CT4709-05_01,Initial Site Number=1063 or alias of =1063//site comments:Stream Survey Site,12/27/2021
16880,Muddy River,400 M DS Mckenzie Reservoir,41.4339,-72.7817,WALLINGFORD,5208,Needs,Initial Site Number=4226 or alias of =4226//site comments:Stream Survey Site,12/21/2021
16881,Munger Brook,US of West Pond Rd behind Cumberland Farms,41.3403,-72.7536,NORTH BRANFORD,5111,CT5111-03 needs,Initial Site Number=2128 or alias of =2128//site comments:Stream Survey Site,12/21/2021
16882,Myron Kinney Brook,50 m DS of Hodge Road,41.54,-71.8553,VOLUNTOWN,3604,Needs,Initial Site Number=5101 or alias of =5101//site comments:Stream Survey Site,3/12/2010
16883,Mystic River,from low tide mark to Whitford and Haleys brook confluence,41.3892,-71.9594,STONINGTON,2106,Needs,Initial Site Number=5013 or alias of =5013//site comments:Stream Survey Site,3/12/2010
16884,Naromiyocknowhusunkatankshunk Brook (FKA Morrisey),Across from Gaylordsville cemetary,41.6314,-73.4822,NEW MILFORD,6017,CT6017-00_01,Initial Site Number=4026 or alias of =4026//site comments:Stream Survey Site,12/27/2021
16885,Natchaug River,from lathers park US through first riffle,41.7261,-72.1997,WINDHAM,3200,CT3200-00_01,Initial Site Number=5240 or alias of =5240//site comments:Stream Survey Site,10/5/2021
16886,Natchaug River,top of site 5240 to below rte 6 and channel bypass,41.7276,-72.1989,WINDHAM,3200,Needs,Initial Site Number=5241 or alias of =5241//site comments:Stream Survey Site,3/12/2010
16887,Natchaug River,from rt 6 US,41.7325,-72.1942,MANSFIELD,3200,Needs,Initial Site Number=5243 or alias of =5243//site comments:Stream Survey Site,3/12/2010
16888,Natchaug River,Started 50 M DS of stonehouse brook,41.7806,-72.1289,CHAPLIN,3200,Needs,Initial Site Number=6046 or alias of =6046//site comments:Stream Survey Site,12/21/2021
16889,Natchaug River,"200 M DS of rte 6-previously sampled in 5000s	41.7311	-72.196	MANSFIELD	3200	Needs	Initial Site Number=6096 or alias of =6096//site comments:Stream Survey Site	2021-12-21",,,,,,,
16890,Natchaug River (Old Channel),400 M DS of rte 6-previously sampled in 5000's,41.7309,-72.1937,MANSFIELD,3200,Needs,Initial Site Number=6095 or alias of =6095//site comments:Stream Survey Site,12/21/2021
16891,Natchaug River (original chan),DS of Rte 6 and US of new river channel,41.730939,-72.193712,MANSFIELD,3200,Needs,Initial Site Number=5242 or alias of =5242//site comments:Stream Survey Site,7/9/2021
16892,Darling Pond Brook,DS of N bear hill rd,41.7997,-72.123,CHAPLIN,3200,Needs,Initial Site Number=6121 or alias of =6121//site comments:Stream Survey Site,5/10/2017
16893,Naugatuck River,US of first riffle below old campville bridge abutments,41.717,-73.0878,LITCHFIELD,6900,Needs,Initial Site Number=5207 or alias of =5207//site comments:Stream Survey Site,3/12/2010
16894,Naugatuck River,standard biennial site adjacent to rte 8,41.4558,-73.0636,BEACON FALLS,6900,Needs,Initial Site Number=5225 or alias of =5225//site comments:Stream Survey Site,3/12/2010
16895,Naugatuck River,pool area at mouth of beacon hill brook,41.4686,-73.0536,NAUGATUCK,6900,Needs,Initial Site Number=5226 or alias of =5226//site comments:Stream Survey Site,3/12/2010
16896,Naugatuck River,pools at spruce brook confluence,41.4219,-73.1075,OXFORD,6920,Needs,Initial Site Number=5227 or alias of =5227//site comments:Stream Survey Site,3/12/2010
16897,Neck River,US Blinn Shed Rd,41.3231,-72.6461,GUILFORD,5107,CT5107-00_01,Initial Site Number=2007 or alias of =2007//site comments:Stream Survey Site,12/27/2021
16898,Freeman Hill Brook (Formerly NEGRO HILL BROOK),W of Rte 69 in State Forest,41.7253,-72.9497,BURLINGTON,4314,Needs,Initial Site Number=109 or alias of =109//site comments:Stream Survey Site Upper portion dry summer 2015 per Ed M IFD; Station name changed in 2020,11/17/2021
16899,Nepaug River,"90 m US Rte 202, 1st crossing from Nepaug Res.",41.8256,-72.973,NEW HARTFORD,4310,Needs,Initial Site Number=32 or alias of =32//site comments:Stream Survey Site,12/21/2021
16900,New City Brook,Parallel to New City Rd 100 M US of 76 New city rd,41.9994,-72.2444,STAFFORD,3103,3103-05-1-trib,Initial Site Number=6049 or alias of =6049//site comments:Stream Survey Site,12/27/2021
16901,"West Branch Salmon Brook, Unnamed tributary to",US Rte 219 in Enders Forest,41.955876,-72.877491,GRANBY,4319,Needs,Initial Site Number=70 or alias of =70//site comments:Stream Survey Site,12/15/2014
16902,No Name,TBD,41.9769,-73.0461,COLEBROOK,4304,Needs,Initial Site Number=81 or alias of =81//site comments:Stream Survey Site,12/21/2021
16903,No Name,TBD,41.7786,-72.99,BURLINGTON,4311,Needs,Initial Site Number=83 or alias of =83//site comments:Stream Survey Site,12/21/2021
16904,"Farmington River, Unnamed tributary to",US Satan's Kingdom Rd,41.842,-72.9531,NEW HARTFORD,4300,Needs,Initial Site Number=85 or alias of =85//site comments:Stream Survey Site,1/9/2015
16905,No Name,DS of Simsbury Rd,41.8103,-72.7589,BLOOMFIELD,4404,Needs,Initial Site Number=122 or alias of =122//site comments:Stream Survey Site,12/21/2021
16906,"West Branch Salmon Brook, Unnamed tributary to",upstream bridge crossing in Enders State Forest,41.9547,-72.8819,GRANBY,4319,CT4319-03,Initial Site Number=139 or alias of =139//site comments:Stream Survey Site,10/5/2021
16907,No Name,Below Little Brook Rd,41.1494,-73.4808,NEW CANAAN,7401,Needs,Initial Site Number=2092 or alias of =2092//site comments:Stream Survey Site,12/21/2021
16908,No Name,Between Rte 95 and Nod Rd,41.2889,-72.5494,CLINTON,5106,Needs,Initial Site Number=2098 or alias of =2098//site comments:Stream Survey Site,12/21/2021
16909,"Hammonasset River, Unnamed tributary to (Pond Meadow Brook)",Below Burr Rd,41.4075,-72.6042,KILLINGWORTH,5106,5106-10-1,Initial Site Number=2104 or alias of =2104//site comments:Stream Survey Site,12/27/2021
16910,No Name (Binney Park),75 M N of RR tracks,41.0325,-73.5719,GREENWICH,7000,Needs,Initial Site Number=2062 or alias of =2062//site comments:Stream Survey Site,12/21/2021
16911,No Name (Success Lake Outflow),50 M Below Success Lake,41.2081,-73.1641,BRIDGEPORT,7103,CT7103-00,Initial Site Number=2030 or alias of =2030//site comments:Stream Survey Site,12/21/2021
16912,"Aspetuck Reservoir, tributary to",200 yards above Aspetuck Reservoir,41.2486,-73.3144,EASTON,7202,Needs,Initial Site Number=2089 or alias of =2089//site comments:Stream Survey Site,12/21/2021
16913,"Chatfield Hollow Brook, tributary to",5 M US Papermill Rd,41.335825,-72.592364,MADISON,5105,Needs,Initial Site Number=2150 or alias of =2150//site comments:Stream Survey Site,10/5/2021
16914,"Squantz Pond, tributary to",In Squantz Pond State Park,41.51,-73.4786,NEW FAIRFIELD,6400,Needs,Initial Site Number=3155 or alias of =3155//site comments:Stream Survey Site,12/21/2021
16915,"Nonewaug River, tributary to",TBD,41.5744,-73.1858,WOODBURY,6802,Needs,Initial Site Number=3115 or alias of =3115//site comments:Stream Survey Site,12/21/2021
16916,"Nonewaug River, tributary to",DS of Hickory Lane,41.6258,-73.1664,BETHLEHEM,6802,6802-01-1,Initial Site Number=3103 or alias of =3103//site comments:Stream Survey Site,12/27/2021
16917,Nob Crook Brook,Above Rte 107,41.2878,-73.3978,REDDING,7200,CT7200-16_01,Initial Site Number=2103 or alias of =2103//site comments:Stream Survey Site,12/27/2021
16918,Nod Brook,DS Rte 44 behind Police Station,41.8103,-72.8389,AVON,4317,Needs,Initial Site Number=51 or alias of =51//site comments:Stream Survey Site,12/21/2021
16919,Nod Brook,TBD,41.8119,-72.8336,AVON,4317,Needs,Initial Site Number=63 or alias of =63//site comments:Stream Survey Site,12/21/2021
16920,North Branch Brown Brook,1 KM US mouth,41.9408,-73.2642,CANAAN,6201,6201-01_XX,Initial Site Number=4113 or alias of =4113//site comments:Stream Survey Site,12/21/2021
16921,North Branch Pootatuck Brook,US of Huntingtown Rd,41.3772,-73.2839,NEWTOWN,6020,Needs,Initial Site Number=3128 or alias of =3128//site comments:Stream Survey Site,12/21/2021
